EntrezID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Symbols,Name
284001,0.29597,4.7249,2.471,0.018225,0.048823,-3.6139,CCDC57,coiled-coil domain containing 57
5710,0.29663,7.0148,2.471,0.018228,0.048823,-3.6141,PSMD4,"""proteasome 26S subunit, non-ATPase 4"""
5819,0.37265,6.9695,2.4707,0.01824,0.048848,-3.6147,NECTIN2,nectin cell adhesion molecule 2
11282,-0.41005,8.5798,-2.4704,0.018252,0.048869,-3.6152,MGAT4B,"""alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B"""
50512,0.62528,5.0018,2.47,0.018268,0.048906,-3.616,PODXL2,podocalyxin like 2
399,-0.74903,2.8838,-2.4696,0.018288,0.048943,-3.617,RHOH,ras homolog family member H
7873,0.40814,5.8396,2.4696,0.018288,0.048943,-3.617,MANF,mesencephalic astrocyte derived neurotrophic factor
10227,0.34272,5.9424,2.4694,0.018298,0.048962,-3.6175,MFSD10,major facilitator superfamily domain containing 10
55636,0.47063,5.962,2.4692,0.018303,0.048968,-3.6177,CHD7,chromodomain helicase DNA binding protein 7
102465668,0.95293,-3.7873,2.4689,0.018317,0.048995,-3.6184,MIR7111,microRNA 7111
9746,0.35474,5.2902,2.4678,0.018368,0.049124,-3.6208,CLSTN3,calsyntenin 3
123041,-0.72952,0.29165,-2.4675,0.01838,0.049148,-3.6214,SLC24A4,solute carrier family 24 member 4
3045,-0.8042,-3.8167,-2.4671,0.018398,0.049188,-3.6223,HBD,hemoglobin subunit delta
201163,-0.3751,5.352,-2.467,0.018402,0.049191,-3.6225,FLCN,folliculin
19,-0.55185,5.7331,-2.4669,0.018405,0.049191,-3.6226,ABCA1,ATP binding cassette subfamily A member 1
26009,0.32325,5.0949,2.4667,0.018413,0.049206,-3.623,ZZZ3,zinc finger ZZ-type containing 3
92140,0.39796,7.3211,2.4666,0.018418,0.049211,-3.6233,MTDH,metadherin
1062,0.78787,3.4616,2.4665,0.018424,0.049219,-3.6236,CENPE,centromere protein E
100129550,-0.50443,2.523,-2.4661,0.018442,0.049257,-3.6244,LINC02035,long intergenic non-protein coding RNA 2035
1627,0.61466,5.4473,2.466,0.018445,0.049257,-3.6245,DBN1,drebrin 1
85459,0.28346,4.1203,2.4657,0.01846,0.049291,-3.6253,CEP295,centrosomal protein 295
64761,-0.37694,5.7918,-2.4652,0.018479,0.049322,-3.6262,PARP12,poly(ADP-ribose) polymerase family member 12
93210,-0.4952,6.2873,-2.4652,0.018481,0.049322,-3.6263,PGAP3,post-GPI attachment to proteins phospholipase 3
100287177,-0.72563,-1.0079,-2.4643,0.018522,0.049424,-3.6282,EML2-AS1,EML2 antisense RNA 1
6369,0.9688,3.7023,2.4639,0.018536,0.049443,-3.6289,CCL24,C-C motif chemokine ligand 24
134549,-0.50255,5.8696,-2.4639,0.018536,0.049443,-3.6289,SHROOM1,shroom family member 1
10116,-0.30855,6.0691,-2.4639,0.018538,0.049443,-3.629,FEM1B,fem-1 homolog B
56899,-0.92338,0.29445,-2.4636,0.01855,0.049466,-3.6296,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
54432,-0.34261,4.602,-2.4633,0.018565,0.049497,-3.6303,YIPF1,Yip1 domain family member 1
84852,-0.37577,1.4128,-2.4631,0.018574,0.049507,-3.6307,ATP1A1-AS1,ATP1A1 antisense RNA 1
8834,-0.29255,4.7022,-2.4631,0.018575,0.049507,-3.6307,TMEM11,transmembrane protein 11
440823,-0.69623,3.9329,-2.4627,0.018593,0.049547,-3.6316,MIAT,myocardial infarction associated transcript
57565,-0.88885,-0.97471,-2.4624,0.018604,0.04957,-3.6321,KLHL14,kelch like family member 14
10049,0.28914,7.1857,2.4622,0.018615,0.049591,-3.6327,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
10125,-0.62188,2.1671,-2.4615,0.018644,0.049659,-3.634,RASGRP1,RAS guanyl releasing protein 1
22861,-0.59492,4.725,-2.4612,0.018658,0.049689,-3.6347,NLRP1,NLR family pyrin domain containing 1
28998,0.38873,5.1863,2.4605,0.018689,0.049763,-3.6362,MRPL13,mitochondrial ribosomal protein L13
92558,0.4554,3.9367,2.46,0.01871,0.049812,-3.6372,BICDL1,BICD family like cargo adaptor 1
84274,-0.3153,5.3065,-2.4599,0.018716,0.049816,-3.6374,COQ5,"""coenzyme Q5, methyltransferase"""
3293,-0.95875,-1.3747,-2.4598,0.018718,0.049816,-3.6375,HSD17B3,hydroxysteroid 17-beta dehydrogenase 3
65989,0.38427,0.32079,2.4594,0.018739,0.049863,-3.6385,DLK2,delta like non-canonical Notch ligand 2
51157,-0.33521,4.5287,-2.4588,0.018765,0.049924,-3.6397,ZNF580,zinc finger protein 580
27019,-1.0466,-3.5995,-2.4578,0.01881,0.050036,-3.6419,DNAI1,dynein axonemal intermediate chain 1
53371,0.30529,4.9895,2.4577,0.018814,0.050039,-3.6421,NUP54,nucleoporin 54
5743,1.0104,3.1881,2.4576,0.01882,0.050048,-3.6424,PTGS2,prostaglandin-endoperoxide synthase 2
9937,0.3645,3.7149,2.4567,0.018857,0.050131,-3.6441,DCLRE1A,DNA cross-link repair 1A
117581,-0.91649,0.91504,-2.4567,0.018858,0.050131,-3.6441,TWIST2,twist family bHLH transcription factor 2
7827,-0.99217,-4.204,-2.4566,0.018861,0.050132,-3.6443,NPHS2,"""NPHS2 stomatin family member, podocin"""
80741,0.49159,-1.8793,2.4565,0.018869,0.050146,-3.6447,LY6G5C,lymphocyte antigen 6 family member G5C
56963,-1.0518,4.3271,-2.4559,0.018895,0.050206,-3.6459,RGMA,repulsive guidance molecule BMP co-receptor a
4357,-0.58417,7.4324,-2.4555,0.018912,0.050228,-3.6466,MPST,mercaptopyruvate sulfurtransferase
84818,-0.34898,5.2072,-2.4555,0.018912,0.050228,-3.6467,IL17RC,interleukin 17 receptor C
254013,-0.47734,1.9651,-2.4555,0.018913,0.050228,-3.6467,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase
90024,-0.5184,1.6653,-2.4554,0.018916,0.050229,-3.6469,FLJ20021,uncharacterized LOC90024
152404,-1.3191,-1.26,-2.455,0.018934,0.050268,-3.6477,IGSF11,immunoglobulin superfamily member 11
79640,-0.31252,4.8271,-2.4547,0.018951,0.050304,-3.6485,C22orf46,chromosome 22 open reading frame 46
283152,-0.44165,0.65903,-2.4538,0.018991,0.050403,-3.6503,CCDC153,coiled-coil domain containing 153
2033,-0.27834,7.1384,-2.4536,0.018997,0.050406,-3.6506,EP300,E1A binding protein p300
94015,-0.55739,2.8482,-2.4536,0.018999,0.050406,-3.6507,TTYH2,tweety family member 2
29102,0.28242,6.1314,2.4535,0.019002,0.050406,-3.6508,DROSHA,drosha ribonuclease III
51450,0.66623,-0.12107,2.4534,0.019009,0.050417,-3.6512,PRRX2,paired related homeobox 2
3145,0.40165,3.6626,2.4531,0.01902,0.050438,-3.6517,HMBS,hydroxymethylbilane synthase
6405,0.47052,5.0515,2.4529,0.01903,0.050456,-3.6521,SEMA3F,semaphorin 3F
51203,0.76141,4.5554,2.4528,0.019033,0.050458,-3.6523,NUSAP1,nucleolar and spindle associated protein 1
57835,-0.59259,0.32696,-2.4526,0.019042,0.050474,-3.6527,SLC4A5,solute carrier family 4 member 5
51310,-0.82883,2.3472,-2.4523,0.019057,0.050505,-3.6534,SLC22A17,solute carrier family 22 member 17
9228,-1.0633,-3.6671,-2.4521,0.019066,0.050519,-3.6538,DLGAP2,DLG associated protein 2
56911,0.42592,2.3309,2.452,0.019073,0.05053,-3.6541,MAP3K7CL,MAP3K7 C-terminal like
6191,0.35971,10.235,2.4518,0.019082,0.050542,-3.6546,RPS4X,ribosomal protein S4 X-linked
10584,0.69794,-1.976,2.4517,0.019084,0.050542,-3.6546,COLEC10,collectin subfamily member 10
57418,0.43368,5.2831,2.4511,0.019113,0.050611,-3.656,WDR18,WD repeat domain 18
79754,-0.33501,5.7637,-2.451,0.019116,0.050611,-3.6561,ASB13,ankyrin repeat and SOCS box containing 13
10360,0.71618,4.1199,2.4508,0.019125,0.050626,-3.6565,NPM3,nucleophosmin/nucleoplasmin 3
10559,-0.51515,5.6615,-2.4502,0.019152,0.05069,-3.6578,SLC35A1,solute carrier family 35 member A1
6563,-1.1031,1.4145,-2.4499,0.019166,0.050719,-3.6584,SLC14A1,solute carrier family 14 member 1 (Kidd blood group)
9482,-0.31627,4.0783,-2.4496,0.019179,0.050744,-3.659,STX8,syntaxin 8
84333,-0.36328,6.1554,-2.4494,0.019189,0.050762,-3.6595,PCGF5,polycomb group ring finger 5
64127,0.70974,2.3186,2.449,0.019209,0.050807,-3.6604,NOD2,nucleotide binding oligomerization domain containing 2
8036,-0.29951,5.7211,-2.4484,0.019234,0.050855,-3.6616,SHOC2,SHOC2 leucine rich repeat scaffold protein
4051,0.77316,3.3494,2.4484,0.019234,0.050855,-3.6616,CYP4F3,cytochrome P450 family 4 subfamily F member 3
8398,-0.34034,4.3263,-2.4484,0.019236,0.050855,-3.6617,PLA2G6,phospholipase A2 group VI
51233,-0.8334,-1.6276,-2.448,0.019251,0.050871,-3.6623,DRICH1,aspartate rich 1
7161,0.84462,0.80043,2.448,0.019252,0.050871,-3.6624,TP73,tumor protein p73
5903,0.32238,7.2705,2.448,0.019252,0.050871,-3.6624,RANBP2,RAN binding protein 2
105377736,1.2897,-2.9253,2.4479,0.019257,0.050871,-3.6626,LINC01942,long intergenic non-protein coding RNA 1942
374618,-0.48539,2.1557,-2.4479,0.019258,0.050871,-3.6627,TEX9,testis expressed 9
9792,-0.28292,5.0861,-2.4477,0.019267,0.050887,-3.6631,SERTAD2,SERTA domain containing 2
100131096,-0.48098,3.4525,-2.4475,0.019275,0.050895,-3.6634,TNRC6C-AS1,TNRC6C antisense RNA 1
55260,-0.44914,3.2201,-2.4475,0.019277,0.050895,-3.6635,TMEM143,transmembrane protein 143
64067,-0.81866,-0.18043,-2.4474,0.019279,0.050895,-3.6636,NPAS3,neuronal PAS domain protein 3
202020,-0.43785,1.8233,-2.4473,0.019284,0.050898,-3.6638,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head)
1280,-1.2397,0.50869,-2.4471,0.019295,0.05092,-3.6644,COL2A1,collagen type II alpha 1 chain
255189,-0.92001,5.3475,-2.4465,0.019323,0.050984,-3.6656,PLA2G4F,phospholipase A2 group IVF
10014,-0.43448,6.3485,-2.4464,0.019325,0.050984,-3.6658,HDAC5,histone deacetylase 5
124641,-0.30055,4.3957,-2.4463,0.019332,0.050993,-3.6661,OVCA2,OVCA2 serine hydrolase domain containing
100133985,0.89985,-1.9693,2.4458,0.019353,0.05104,-3.667,LINC01816,long intergenic non-protein coding RNA 1816
10403,0.67567,3.0702,2.4457,0.019359,0.051042,-3.6673,NDC80,NDC80 kinetochore complex component
1347,-0.37867,7.2129,-2.4457,0.01936,0.051042,-3.6673,COX7A2,cytochrome c oxidase subunit 7A2
10663,-0.6758,2.475,-2.4453,0.019376,0.051076,-3.6681,CXCR6,C-X-C motif chemokine receptor 6
1607,-1.3027,-0.62945,-2.4451,0.019384,0.05109,-3.6684,DGKB,diacylglycerol kinase beta
8927,-0.69955,0.38824,-2.4443,0.019425,0.05119,-3.6703,BSN,bassoon presynaptic cytomatrix protein
407014,0.7509,-0.97411,2.4436,0.019454,0.051258,-3.6716,MIR25,microRNA 25
23424,-0.32039,5.5456,-2.4434,0.019463,0.051272,-3.672,TDRD7,tudor domain containing 7
54931,0.38697,4.3786,2.4431,0.019479,0.051307,-3.6728,TRMT10C,"""tRNA methyltransferase 10C, mitochondrial RNase P subunit"""
129450,0.29206,3.3333,2.4429,0.019486,0.051317,-3.6731,TYW5,tRNA-yW synthesizing protein 5
53630,-0.76001,2.7249,-2.4429,0.019489,0.051317,-3.6732,BCO1,beta-carotene oxygenase 1
157567,0.41049,4.2139,2.4425,0.019504,0.051348,-3.6739,ANKRD46,ankyrin repeat domain 46
6675,-0.46323,6.8882,-2.4425,0.019509,0.051351,-3.6741,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1
185,-1.416,0.14777,-2.4415,0.019551,0.051454,-3.676,AGTR1,angiotensin II receptor type 1
5788,-0.62907,5.0439,-2.4414,0.019558,0.051462,-3.6763,PTPRC,protein tyrosine phosphatase receptor type C
729873,-0.51136,3.8131,-2.4413,0.01956,0.051462,-3.6764,TBC1D3,TBC1 domain family member 3
57105,-0.66299,0.91903,-2.4407,0.01959,0.051531,-3.6777,CYSLTR2,cysteinyl leukotriene receptor 2
5590,-0.47063,5.8309,-2.4401,0.019616,0.051591,-3.6789,PRKCZ,protein kinase C zeta
1593,-0.62979,5.3468,-2.4397,0.019638,0.051642,-3.6799,CYP27A1,cytochrome P450 family 27 subfamily A member 1
10111,0.3724,6.3137,2.439,0.019669,0.051714,-3.6813,RAD50,RAD50 double strand break repair protein
440957,0.37651,3.0565,2.4387,0.019684,0.051736,-3.682,SMIM4,small integral membrane protein 4
140767,-1.5123,-2.136,-2.4387,0.019685,0.051736,-3.682,NRSN1,neurensin 1
79969,0.37485,0.76234,2.4386,0.019687,0.051736,-3.6821,ATAT1,alpha tubulin acetyltransferase 1
246269,-0.41897,2.5502,-2.4385,0.019693,0.051745,-3.6824,AFG1L,AFG1 like ATPase
6482,0.55456,4.8983,2.4376,0.019734,0.051843,-3.6842,ST3GAL1,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 1"""
2662,-1.3843,-0.90924,-2.4375,0.019738,0.051845,-3.6844,GDF10,growth differentiation factor 10
100506119,0.7146,-0.38979,2.4374,0.019744,0.051853,-3.6847,LINC01503,long intergenic non-protein coding RNA 1503
150590,0.74296,1.8068,2.437,0.019764,0.051898,-3.6856,C2orf15,chromosome 2 open reading frame 15
51364,0.53722,-0.56218,2.4368,0.019771,0.051901,-3.6859,ZMYND10,zinc finger MYND-type containing 10
100289178,-0.75564,0.29847,-2.4368,0.019772,0.051901,-3.6859,GNG12-AS1,"""GNG12, DIRAS3 and WLS antisense RNA 1"""
170622,0.38439,6.0117,2.4366,0.019779,0.051904,-3.6862,COMMD6,COMM domain containing 6
127343,1.2117,-3.4952,2.4366,0.01978,0.051904,-3.6863,DMBX1,diencephalon/mesencephalon homeobox 1
9891,0.52488,4.0916,2.4366,0.019783,0.051904,-3.6864,NUAK1,NUAK family kinase 1
284391,-0.5994,4.06,-2.4365,0.019786,0.051904,-3.6865,ZNF844,zinc finger protein 844
6606,0.39162,3.2851,2.4364,0.019791,0.05191,-3.6868,SMN1,"""survival of motor neuron 1, telomeric"""
83598,1.0461,-3.6614,2.4361,0.019807,0.051939,-3.6875,LRRC2-AS1,LRRC2 antisense RNA 1
6484,-1.1724,5.7224,-2.436,0.019808,0.051939,-3.6875,ST3GAL4,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 4"""
83693,0.3346,4.2154,2.4357,0.019825,0.051974,-3.6883,HSDL1,hydroxysteroid dehydrogenase like 1
105377068,0.70422,-1.1068,2.4353,0.019844,0.052016,-3.6891,LINC02009,long intergenic non-protein coding RNA 2009
8805,0.47162,5.4238,2.4343,0.019889,0.052125,-3.6911,TRIM24,tripartite motif containing 24
389058,1.397,1.6022,2.4342,0.019895,0.052132,-3.6914,SP5,Sp5 transcription factor
7253,-1.1664,-1.0568,-2.434,0.019903,0.052144,-3.6917,TSHR,thyroid stimulating hormone receptor
8649,-0.26437,5.4718,-2.4338,0.019914,0.052159,-3.6922,LAMTOR3,"""late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"""
27283,-1.0146,3.9158,-2.4337,0.019918,0.052159,-3.6924,TINAG,tubulointerstitial nephritis antigen
55800,-0.64548,0.66389,-2.4337,0.019918,0.052159,-3.6924,SCN3B,sodium voltage-gated channel beta subunit 3
677796,0.54976,-0.87535,2.433,0.01995,0.052235,-3.6938,SNORA5C,"""small nucleolar RNA, H/ACA box 5C"""
1114,-1.7245,3.4107,-2.4329,0.019954,0.052237,-3.694,CHGB,chromogranin B
6570,-1.3958,0.73919,-2.4327,0.019964,0.05225,-3.6944,SLC18A1,solute carrier family 18 member A1
6427,0.28752,7.3283,2.4327,0.019965,0.05225,-3.6945,SRSF2,serine and arginine rich splicing factor 2
1893,0.57866,4.6055,2.4324,0.019977,0.052273,-3.695,ECM1,extracellular matrix protein 1
8204,-0.41684,6.4273,-2.4323,0.019982,0.052277,-3.6952,NRIP1,nuclear receptor interacting protein 1
100128108,-0.89023,-1.1321,-2.4323,0.019986,0.052278,-3.6954,LOC100128108,putative ubiquitin-conjugating enzyme E2Q2-like protein
55214,-0.7998,4.7169,-2.4318,0.020005,0.052317,-3.6963,P3H2,prolyl 3-hydroxylase 2
55065,-1.028,0.075817,-2.4318,0.020007,0.052317,-3.6964,SLC52A1,solute carrier family 52 member 1
169026,-1.488,-2.1199,-2.4317,0.02001,0.052318,-3.6965,SLC30A8,solute carrier family 30 member 8
3670,-1.2157,0.31882,-2.4315,0.020021,0.052336,-3.6969,ISL1,ISL LIM homeobox 1
414235,-0.57892,3.88,-2.4313,0.020033,0.05236,-3.6975,PRR26,proline rich 26
3169,-1.0206,5.2821,-2.4312,0.020038,0.052364,-3.6977,FOXA1,forkhead box A1
6668,-0.3072,5.5029,-2.4296,0.020114,0.052556,-3.7011,SP2,Sp2 transcription factor
27197,-0.8013,0.47671,-2.4292,0.020131,0.05259,-3.7018,GPR82,G protein-coupled receptor 82
25807,0.32197,4.2775,2.4289,0.020146,0.052622,-3.7025,RHBDD3,rhomboid domain containing 3
3645,-0.84162,-2.7168,-2.4277,0.020205,0.052766,-3.705,INSRR,insulin receptor related receptor
154091,1.0579,2.1013,2.4276,0.020209,0.05277,-3.7052,SLC2A12,solute carrier family 2 member 12
56919,0.33413,4.7315,2.4275,0.020215,0.052776,-3.7055,DHX33,DEAH-box helicase 33
10233,0.44561,2.3382,2.4273,0.020224,0.052791,-3.7059,LRRC23,leucine rich repeat containing 23
116372,1.3223,-0.1123,2.4272,0.020229,0.052796,-3.7061,LYPD1,LY6/PLAUR domain containing 1
222553,-0.80601,0.3857,-2.4269,0.02024,0.052816,-3.7066,SLC35F1,solute carrier family 35 member F1
147372,-1.1803,1.8638,-2.4267,0.020253,0.052841,-3.7071,CCBE1,collagen and calcium binding EGF domains 1
79038,-0.33759,5.4955,-2.4264,0.020266,0.052868,-3.7077,ZFYVE21,zinc finger FYVE-type containing 21
286451,0.31583,5.9846,2.4262,0.020274,0.05288,-3.708,YIPF6,Yip1 domain family member 6
2054,0.51431,3.3359,2.4261,0.02028,0.052887,-3.7083,STX2,syntaxin 2
11172,0.93995,-3.6177,2.4256,0.020302,0.052935,-3.7093,INSL6,insulin like 6
64975,-0.42118,5.7322,-2.4256,0.020305,0.052935,-3.7094,MRPL41,mitochondrial ribosomal protein L41
80195,-0.44548,5.0066,-2.4255,0.020308,0.052935,-3.7095,TMEM254,transmembrane protein 254
6898,-1.0381,0.09415,-2.4253,0.020318,0.052953,-3.71,TAT,tyrosine aminotransferase
5646,-0.77014,6.3501,-2.425,0.020331,0.052978,-3.7105,PRSS3,serine protease 3
1519,-0.40443,4.1386,-2.4248,0.020344,0.052994,-3.7111,CTSO,cathepsin O
10631,0.77166,7.3474,2.4248,0.020344,0.052994,-3.7111,POSTN,periostin
252969,0.34183,3.6799,2.4245,0.020357,0.053021,-3.7117,NEIL2,nei like DNA glycosylase 2
27297,0.30191,5.5821,2.4239,0.020386,0.053082,-3.7129,CRCP,CGRP receptor component
222642,1.072,-2.3854,2.4239,0.020388,0.053082,-3.713,TSPO2,translocator protein 2
100128569,0.4221,1.525,2.4231,0.020422,0.053164,-3.7145,C19orf71,chromosome 19 open reading frame 71
374786,-0.6242,0.93193,-2.423,0.020428,0.05317,-3.7147,EFCAB5,EF-hand calcium binding domain 5
7753,0.31231,3.8074,2.4228,0.020436,0.053184,-3.7151,ZNF202,zinc finger protein 202
10733,0.58957,3.241,2.4226,0.02045,0.053204,-3.7157,PLK4,polo like kinase 4
2064,-0.45862,8.3932,-2.4225,0.020451,0.053204,-3.7157,ERBB2,erb-b2 receptor tyrosine kinase 2
57645,0.33917,5.9534,2.4222,0.020468,0.053236,-3.7164,POGK,pogo transposable element derived with KRAB domain
266727,-0.83233,2.8556,-2.4222,0.02047,0.053236,-3.7165,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1
6554,-0.83769,-2.2739,-2.4221,0.020472,0.053236,-3.7166,SLC10A1,solute carrier family 10 member 1
3344,0.39481,4.2013,2.4218,0.020488,0.053266,-3.7173,FOXN2,forkhead box N2
57626,-0.81011,-4.5861,-2.4214,0.020506,0.053307,-3.7181,KLHL1,kelch like family member 1
400043,-0.74977,0.54274,-2.4213,0.020512,0.053312,-3.7183,LINC02381,long intergenic non-protein coding RNA 2381
100996246,-0.5018,0.076276,-2.4211,0.020521,0.053315,-3.7187,LINC02361,long intergenic non-protein coding RNA 2361
5316,0.28254,4.2214,2.421,0.020524,0.053315,-3.7188,PKNOX1,PBX/knotted 1 homeobox 1
81567,-0.43984,8.7703,-2.421,0.020527,0.053315,-3.719,TXNDC5,thioredoxin domain containing 5
202134,-0.87069,-0.60756,-2.4209,0.020529,0.053315,-3.7191,FAM153B,family with sequence similarity 153 member B
440138,0.32395,4.4221,2.4209,0.020529,0.053315,-3.7191,ALG11,"""ALG11 alpha-1,2-mannosyltransferase"""
23092,0.39224,6.1488,2.4207,0.02054,0.053336,-3.7195,ARHGAP26,Rho GTPase activating protein 26
3754,-0.90568,-0.22638,-2.4205,0.020551,0.053352,-3.72,KCNF1,potassium voltage-gated channel modifier subfamily F member 1
10135,0.7069,7.0376,2.4204,0.020553,0.053352,-3.7201,NAMPT,nicotinamide phosphoribosyltransferase
11093,-0.44833,1.9728,-2.4198,0.020585,0.053425,-3.7214,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13
26112,-0.8631,5.4631,-2.4197,0.020589,0.053429,-3.7216,CCDC69,coiled-coil domain containing 69
3299,0.4343,4.0334,2.4192,0.020614,0.053484,-3.7227,HSF4,heat shock transcription factor 4
132321,-0.51441,4.1817,-2.419,0.020624,0.053501,-3.7231,C4orf33,chromosome 4 open reading frame 33
101927229,1.4354,-3.3778,2.4186,0.020641,0.053538,-3.7239,LINC01929,long intergenic non-protein coding RNA 1929
1352,-0.35958,4.8371,-2.4184,0.02065,0.053552,-3.7242,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
6181,0.30062,9.0729,2.4183,0.020655,0.053556,-3.7244,RPLP2,ribosomal protein lateral stalk subunit P2
84984,0.40072,0.66711,2.4181,0.020665,0.053573,-3.7249,CEP19,centrosomal protein 19
150084,-1.0471,-1.373,-2.4178,0.020684,0.053608,-3.7257,IGSF5,immunoglobulin superfamily member 5
29114,-1.4149,-1.0664,-2.4177,0.020688,0.053608,-3.7259,TAGLN3,transgelin 3
9001,-0.80654,0.47812,-2.4176,0.020692,0.053608,-3.726,HAP1,huntingtin associated protein 1
105371849,0.53495,-1.7033,2.4175,0.020694,0.053608,-3.7261,LOC105371849,uncharacterized LOC105371849
80725,0.90377,1.7885,2.4175,0.020694,0.053608,-3.7261,SRCIN1,SRC kinase signaling inhibitor 1
80045,0.64123,4.035,2.4173,0.020706,0.053623,-3.7266,GPR157,G protein-coupled receptor 157
9526,-0.42914,5.9531,-2.4173,0.020707,0.053623,-3.7266,MPDU1,mannose-P-dolichol utilization defect 1
54675,0.42691,5.6962,2.4168,0.020729,0.053672,-3.7276,CRLS1,cardiolipin synthase 1
55734,0.40475,5.0201,2.4163,0.020755,0.053731,-3.7287,ZFP64,ZFP64 zinc finger protein
54082,1.2928,-1.5721,2.4162,0.020762,0.053731,-3.729,TSPEAR-AS1,TSPEAR antisense RNA 1
100131755,-0.35226,4.0118,-2.416,0.020769,0.053731,-3.7293,ARMCX4,armadillo repeat containing X-linked 4
2326,0.98997,-1.5259,2.416,0.020769,0.053731,-3.7293,FMO1,flavin containing dimethylaniline monoxygenase 1
84516,0.28616,6.7877,2.416,0.020771,0.053731,-3.7294,DCTN5,dynactin subunit 5
6206,0.31848,8.9815,2.416,0.020772,0.053731,-3.7294,RPS12,ribosomal protein S12
85378,-0.28461,6.2725,-2.4158,0.020777,0.053737,-3.7296,TUBGCP6,tubulin gamma complex associated protein 6
4087,-0.29167,6.1596,-2.4156,0.020788,0.053756,-3.7301,SMAD2,SMAD family member 2
163255,-0.70531,0.573,-2.4155,0.020792,0.053759,-3.7303,ZNF540,zinc finger protein 540
5638,0.40787,4.0094,2.415,0.020817,0.053813,-3.7313,PRRG1,proline rich and Gla domain 1
267012,-0.81607,-4.319,-2.415,0.02082,0.053813,-3.7314,DAOA,D-amino acid oxidase activator
28992,0.51274,4.8938,2.4149,0.020825,0.053817,-3.7317,MACROD1,mono-ADP ribosylhydrolase 1
23154,0.37623,4.4629,2.4146,0.020838,0.053843,-3.7322,NCDN,neurochondrin
29948,-0.48909,3.1447,-2.4144,0.020847,0.053853,-3.7326,OSGIN1,oxidative stress induced growth inhibitor 1
139818,0.57671,4.4315,2.4144,0.020848,0.053853,-3.7327,DOCK11,dedicator of cytokinesis 11
83450,-0.45884,1.5906,-2.4141,0.020861,0.053877,-3.7332,DRC3,dynein regulatory complex subunit 3
7311,0.26376,8.4382,2.414,0.020866,0.053881,-3.7334,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
23350,0.42779,6.576,2.4134,0.020897,0.053953,-3.7347,U2SURP,U2 snRNP associated SURP domain containing
4067,0.41304,5.5586,2.4132,0.020908,0.053969,-3.7352,LYN,"""LYN proto-oncogene, Src family tyrosine kinase"""
27316,0.37361,7.4358,2.4131,0.02091,0.053969,-3.7352,RBMX,RNA binding motif protein X-linked
23640,0.33544,5.4285,2.4127,0.020933,0.054019,-3.7362,HSPBP1,HSPA (Hsp70) binding protein 1
100506311,-0.57435,2.3529,-2.4125,0.020943,0.054036,-3.7366,HOTAIRM1,"""HOXA transcript antisense RNA, myeloid-specific 1"""
89782,0.36403,3.4079,2.4119,0.020972,0.054101,-3.7379,LMLN,leishmanolysin like peptidase
102465470,-0.88647,-2.9114,-2.4118,0.020974,0.054101,-3.738,MIR6784,microRNA 6784
439931,-0.412,0.48477,-2.4118,0.020978,0.054101,-3.7381,THAP7-AS1,THAP7 antisense RNA 1
6307,0.56609,5.3389,2.4103,0.021051,0.054281,-3.7412,MSMO1,methylsterol monooxygenase 1
6358,-1.2499,0.50686,-2.4098,0.021074,0.054333,-3.7421,CCL14,C-C motif chemokine ligand 14
57559,0.41463,4.621,2.4091,0.021112,0.054423,-3.7437,STAMBPL1,STAM binding protein like 1
9024,1.1805,1.4702,2.409,0.021117,0.054427,-3.7439,BRSK2,BR serine/threonine kinase 2
50937,0.78297,2.0826,2.4087,0.02113,0.054452,-3.7445,CDON,"""cell adhesion associated, oncogene regulated"""
57335,0.38063,2.0786,2.4079,0.02117,0.05454,-3.7461,ZNF286A,zinc finger protein 286A
6142,0.29682,9.3192,2.4079,0.021171,0.05454,-3.7462,RPL18A,ribosomal protein L18a
6367,0.69345,1.487,2.4077,0.021181,0.054556,-3.7466,CCL22,C-C motif chemokine ligand 22
135152,-0.57493,-0.086447,-2.4073,0.021201,0.054599,-3.7474,B3GAT2,"""beta-1,3-glucuronyltransferase 2"""
10267,1.4274,2.3048,2.4069,0.021219,0.054636,-3.7482,RAMP1,receptor activity modifying protein 1
100505746,-0.59961,1.4086,-2.4069,0.021222,0.054636,-3.7483,ITGB2-AS1,ITGB2 antisense RNA 1
7803,-0.49582,8.1439,-2.4068,0.021226,0.054637,-3.7485,PTP4A1,protein tyrosine phosphatase 4A1
7321,0.28239,4.5421,2.4067,0.021233,0.054646,-3.7487,UBE2D1,ubiquitin conjugating enzyme E2 D1
